id,name,position,year,Adjusted Estimate,Std. Error,z value,Pr(>|z|)
452,Brooks Turcotte,Skipper,26,1.25117652933343,0.149210432274719,-12.9616900195181,2.01752981896797e-38
453,Defne Melikoglu,Skipper,27,1.2474278597785902,0.904528448479124,-2.14229640166232,0.0321696382203339
454,Christian Ehrnrooth,Skipper,24,1.23771169665508,0.259332700764867,-7.5095975083655,5.93094284752294e-14
455,Milo Miller,Skipper,27,1.2350738076057302,0.174993197038889,-11.1439880266746,7.66102157488184e-29
456,Rowan Schanley,Skipper,24,1.23168112746428,0.564655667793447,-3.45965671490779,0.0005408644415692
457,Nikhil Stewart,Skipper,25,1.2311060676509902,0.381951235029516,-5.11607151199452,3.11964823884693e-07
458,Griffin Lapham,Skipper,25,1.23101478462373,0.229833677351016,-8.50258821098853,1.85409672440557e-17
459,Ethan Stoffman,Skipper,24,1.2293379086009601,0.286737318088947,-6.82107932302325,9.035902820343898e-12
460,Morgan Rice,Skipper,25,1.2270969168284602,0.33267840843924,-5.88586134133134,3.95986205411121e-09
461,Vivian Bonsager,Skipper,25,1.2254287247914202,0.157792661492348,-12.4198879518883,2.03846791364564e-35
462,Caden Harrison,Skipper,28,1.21997947289796,0.67453369811325,-2.9134444027861,0.0035746548405448
463,Evan Spalding,Skipper,24,1.2175998273774802,0.264983003586234,-7.42536708449237,1.12467558077165e-13
464,Gavin VanManen,Skipper,27,1.21629384930101,0.266486490954137,-7.38837471200167,1.48634382814743e-13
465,Maddy Saffer,Skipper,24,1.2159192550663702,0.725275029658576,-2.71521362870757,0.0066233030652596
466,Charles Bresnahan,Skipper,24,1.2120679392890201,0.151436003877341,-13.0294507933911,8.32043824652117e-39
467,Mitchell Hnatt,Skipper,28,1.2104085928207402,0.241515838746756,-8.17663685157545,2.9187598548938e-16
468,Kate Sargent,Skipper,24,1.2092305061680901,0.408741779273208,-4.83426332757576,1.33639591123628e-06
469,Blake Vogel,Skipper,26,1.2063756030447501,0.161104054955019,-12.2828708294423,1.11953829070212e-34
470,Nolan Cooper,Skipper,25,1.20264127454708,0.11859657095306,-16.7167955167458,9.88958732594515e-63
471,Joshua Bendura,Skipper,26,1.2017932887544802,0.13206754424226,-15.0180926190606,5.58930049669273e-51
472,James Lilyquist,Skipper,28,1.2010086190877,0.510651473169219,-3.88559983731095,0.0001020775313475
473,Maisie MacGillivray,Skipper,25,1.2008772721285002,0.151167486161806,-13.1266231807556,2.3176299073097e-39
474,Sam Riley,Skipper,27,1.2000821908990602,0.28218872789145,-7.0347023571444,1.99686804834885e-12
475,Fredrikke Foss,Skipper,25,1.1959618397489602,0.197338585268843,-10.0803097260358,6.75129704401921e-24
476,Nalu Ho,Skipper,24,1.19109250736496,0.203061711841942,-9.82018409430046,9.21750621112978e-23
477,Ava Hurwitz,Skipper,27,1.18334671834885,0.169786015975509,-11.7904243780391,4.37331756932877e-32
478,Stefanos Pappas,Skipper,25,1.1816605835848102,0.165702282370923,-12.09117513594,1.17592593552735e-33
479,Fiona Froelich,Skipper,28,1.17975589200609,0.244790459101093,-8.19247619173886,2.55905860369983e-16
480,Benjamin Chitterling,Skipper,25,1.17433286234454,0.387838631060071,-5.18479304734506,2.16254863967637e-07
481,Thomas Pentimonti,Skipper,24,1.17423583113385,0.186952227546472,-10.7565451100223,5.52010471312406e-27
482,Jack Merrill,Skipper,24,1.1734817934701103,0.218916424874317,-9.18941604240733,3.94979708527257e-20
483,Max Teo,Skipper,28,1.17260614122539,0.318744323648317,-6.31411952970744,2.71703883137268e-10
484,Tryg van Wyk,Skipper,26,1.16947779891707,0.183533662514814,-10.9828250230491,4.62238437207719e-28
485,Anthony Purcell,Skipper,24,1.1652409176926901,0.309203165422371,-6.53277588444049,6.45617192058436e-11
486,Julia Shannon-Grillo,Skipper,24,1.1650215913647002,0.162433095505024,-12.4369624460517,1.64646874755862e-35
487,Katherine McGagh,Skipper,26,1.15365626445065,0.130733940075223,-15.5394967407625,1.87449643474739e-54
488,Amelia Popp,Skipper,25,1.1413160658369903,0.346197798267285,-5.90379212273798,3.55239734837518e-09
489,Drew D’Orsi,Skipper,28,1.13837575067285,0.348995845876794,-5.86488399121621,4.494468201727361e-09
490,Audrey Commerford,Skipper,25,1.1358938067311102,0.10594505289965,-19.3430654602305,2.33191919549166e-83
491,Maya Conway,Skipper,26,1.1345186384933803,0.206019070964154,-9.95382248869597,2.42678637332909e-23
492,Emily Lau,Skipper,24,1.1342800041735401,0.460557530753086,-4.45311553722615,8.46331831935065e-06
493,Buck Rathbun,Skipper,28,1.1339790227946502,0.237226260268245,-8.64666869107386,5.302463156835301e-18
494,Cameron Silvers,Skipper,27,1.1321601537633503,0.272549380603089,-7.53271110670065,4.9697485195791e-14
495,Saleta Powell,Skipper,25,1.1310777644686403,1.21639656966034,-1.6886911611906,0.0912786303632905
496,Timmy Gee,Skipper,25,1.12962183920783,0.364898099076732,-5.63328245926692,1.76811511134186e-08
497,Jake Weinstein,Skipper,27,1.1251350003798,0.169268474961952,-12.170375495141,4.470213453216e-34
498,Nathaniel Hartwell,Skipper,28,1.12288905963804,0.193360354424453,-10.6656136758599,1.4742260486111e-26
499,Peter Schnell,Skipper,26,1.1192709893673403,0.205559988549173,-10.0502287695696,9.16543988691235e-24
500,Kiana Beachy,Skipper,28,1.119020247005,0.186657774475592,-11.0693254484388,1.7672583778781399e-28
501,Fritz Baldauf,Skipper,24,1.1137757028099,0.131026187095524,-15.8092076344752,2.68826622128832e-56
502,Morgana Manti,Skipper,26,1.1107074790175102,0.165217005982516,-12.5561434115241,3.67828982749791e-36
503,Everett McAvoy,Skipper,26,1.10182743727577,0.288445896015103,-7.22273567300735,5.09519945407984e-13
504,Andrew Powers,Skipper,24,1.10082526191793,0.166644352989723,-12.5078984126587,6.75888183185951e-36
505,Julian Henderson,Skipper,27,1.09744130857906,0.266173273652941,-7.84359211924389,4.378376630227241e-15
506,Lucian Sharpe,Skipper,24,1.0958103401324002,0.437846322864359,-4.77196096190921,1.82440871159234e-06
507,Oliver Nairn,Skipper,27,1.09452731965697,0.212876100103937,-9.82105825632318,9.13791695178758e-23
508,Olivia Lowthian,Skipper,25,1.09358346925517,0.112222737418539,-18.6380450077661,1.5790710642046896e-77
509,Reid Nelson,Skipper,27,1.0934156594900202,0.300009063176455,-6.97239016221414,3.11600925987274e-12
510,Billy Vogel,Skipper,25,1.09324005160081,0.209835613947175,-9.96949854795593,2.07272653719676e-23
511,Ella Demand,Skipper,28,1.09061194340903,0.191106878360705,-10.9602750812253,5.93187875781643e-28
512,Gavin Monaghan,Skipper,26,1.0901596383270702,0.138886169107937,-15.0845564773363,2.04645161232724e-51
513,Kathryn Thorsen,Skipper,25,1.0833037272460002,0.874630779989357,-2.40317654146153,0.0162533387318356
514,Thomas Pappas,Skipper,25,1.08040262044479,0.234872667883975,-8.96142279420773,3.20515578193781e-19
515,Iona Wyper,Skipper,26,1.07493823037034,0.305368512958923,-6.91052803492593,4.8285299977631096e-12
516,Cho-Cho Williams,Skipper,26,1.0732834362499202,0.1346060553712,-15.6895799233008,1.78231126790031e-55
517,Rachel Bartel,Skipper,24,1.0594872544730203,0.178254899741227,-11.925106399709,8.7572070531088e-33
518,Erin Pamplin,Skipper,24,1.0553192584331001,0.17433342767438,-12.2172590198921,2.51419386404718e-34
519,Cameron Turner,Skipper,24,1.0535817377274102,0.222104998025147,-9.59732640590042,8.20449624884815e-22
520,Genevieve Lau,Skipper,25,1.0534016125776402,0.533965699354269,-3.99238057829741,6.54132778518542e-05
521,Lina Carper,Skipper,27,1.0458114685463902,0.152605426461573,-14.0190587007005,1.1918497957473e-44
522,Kaitlyn Liebel,Skipper,26,1.0453227204202102,0.149896168860483,-14.2757029482729,3.1014461545082502e-46
523,kai rauch,Skipper,24,1.04507975073009,0.273892472412211,-7.81370926545813,5.552909908998621e-15
524,Lucy Paskoff,Skipper,24,1.0445892043572202,0.110609386682106,-19.3528484336646,1.92881939132376e-83
525,Spencer Kriegstein,Skipper,25,1.04427946230637,0.448048773911258,-4.77831111814244,1.76773711449687e-06
526,Walter Chiles,Skipper,26,1.03891601781097,0.275722607460649,-7.78419985982455,7.01557803950474e-15
527,Aden Anderson,Skipper,25,1.0384513726955,0.230162724422277,-9.32707297782292,1.08834923990559e-20
528,Lizzie Cochran,Skipper,27,1.03422575304198,0.125666559006952,-17.1164879830572,1.11821361271701e-65
529,Hilton Kamps,Skipper,25,1.03152524208766,0.128058992859412,-16.8178009992109,1.8074400452252e-63
530,Liam Gronda,Skipper,25,1.03145182877656,0.156761436492009,-13.7389916779045,5.9295851162897495e-43
531,Caroline Odell,Skipper,27,1.02791247529019,0.217834244905699,-9.90332546565542,4.02658674762177e-23
532,Sophie Heldman,Skipper,24,1.02349564965682,0.290810887046365,-7.43335393133046,1.05878100270343e-13
533,Hella Kornatzki,Skipper,25,1.02329274566788,0.348289366551827,-6.20720401513333,5.39355612338734e-10
534,Ted Lutton,Skipper,24,1.0216471656791701,0.1919197012994,-11.2731976958544,1.7798614531439298e-29
535,Katie Coughlin,Skipper,24,1.0206852235522503,0.246052612023465,-8.79694248642218,1.4059432049734e-18
536,Emily Pytell,Skipper,25,1.0195724627060403,0.280100571544394,-7.73159235452451,1.06209581362386e-14
537,Kevin Carse,Skipper,25,1.01770129621354,0.644813143220547,-3.36143055818844,0.0007753985134189
538,Adam Pickhardt,Skipper,27,1.0100108121931703,0.592260752570355,-3.67268146424249,0.000240018595726
539,Nilah Miller,Skipper,25,1.00728305427779,0.133292596775952,-16.3393384070657,5.18120470551537e-60
540,Audrey Permenter,Skipper,27,0.99863557661685,0.80653324528961,-2.7110603763824,0.0067068412659957
541,Jack Baldwin,Skipper,26,0.9959293891108603,0.464883566820693,-4.70927919869915,2.48594351623999e-06
542,Stefano Palamara,Skipper,25,0.9913126323024901,0.112669986922327,-19.4717628694372,1.90597972148891e-84
543,Lola Kohl,Skipper,28,0.9853026503416502,0.251832302187795,-8.73554834190606,2.42476982367377e-18
544,Ricky Miller,Skipper,26,0.9789944434894102,0.420673269186224,-5.24445363722544,1.56746113107452e-07
545,Sam Harris,Skipper,26,0.97788443108541,0.151000405158102,-14.6179175265131,2.1590372635319e-48
546,Maxwell Miller,Skipper,25,0.9764201062688702,0.188833243329869,-11.6969647660464,1.32094160457823e-31
547,Jakub Fuja,Skipper,27,0.9723192477649003,0.162887064216397,-13.5853430905471,4.89234074500134e-42
548,Greg Bittle,Skipper,25,0.9690869898721002,0.172622115128237,-12.8379200349748,1.00539476426626e-37
549,Heidi Hicks,Skipper,25,0.96110944905955,0.166914759024282,-13.3246841926873,1.6633515341853796e-40
550,Nicholas Hardy,Skipper,24,0.9596509501686104,0.321744499603589,-6.91711887143379,4.60921317246713e-12
551,Mira Herlihy,Skipper,27,0.9592962446656101,0.384283297617516,-5.79234036267298,6.94122922487592e-09
552,Kyle Bramson,Skipper,24,0.9563103396209001,0.397839454113491,-5.60247491165089,2.11312629759899e-08
553,Connor Vogel,Skipper,25,0.9494547998851002,0.303373596162338,-7.36959685534122,1.71144787785476e-13
554,Ossian Kamal,Skipper,26,0.9494410473453403,0.14951708953178,-14.9531726427571,1.48502316456636e-50
555,Mary Castellini,Skipper,25,0.9477784150502799,0.124116999641893,-18.0266804028603,1.20300825215426e-72
556,Joseph Gallagher,Skipper,24,0.9458445420036101,0.174331773412451,-12.8453426149399,9.1346613706179e-38
557,Ashley Arruda,Skipper,24,0.9455560714931299,0.149076390882442,-15.0234374162547,5.15629583924215e-51
558,Nadia Reynolds,Skipper,25,0.94211592086813,0.275487452799214,-8.14222192879083,3.8808905413122397e-16
559,Ghislaine van Empel,Skipper,27,0.9407956287645702,0.638924337292972,-3.51277943316613,0.0004434454343813
560,UVM Catamounts,Skipper,26,0.9404184811067902,0.581565645762581,-3.85988655864696,0.0001134396752067
561,Gabby Collins,Skipper,28,0.9381719765561201,0.256663114025321,-8.75475984203487,2.04538548556014e-18
562,Grant Schmidt,Skipper,28,0.9381291096243403,0.234479268285972,-9.58322160828202,9.40641187252869e-22
563,Arden Rathkopf,Skipper,27,0.9356615847889302,0.460085158605819,-4.88938683043892,1.01150553492112e-06
564,Dylan Hardt,Skipper,25,0.9337972047600602,0.186437511747358,-12.075888989805,1.41625318374487e-33
565,Camden Ward,Skipper,24,0.93364515113345,0.198470009051544,-11.3445389546913,7.89412070035426e-30
566,Clara Díaz Suárez,Skipper,28,0.9335535795696601,0.25612282106921,-8.7912600337106,1.47891824699973e-18
567,Reddin Kehrli,Skipper,27,0.9317252329836503,0.574315925003503,-3.92374748647136,8.7182115847981e-05
568,Henri Richardsson,Skipper,25,0.9306345008942802,0.149995221936223,-15.0308881186959,4.60786222694312e-51
569,Aston Atherton,Skipper,26,0.9286758644595401,0.167941885666648,-13.4363147510212,3.70430219608314e-41
570,Eric Brieden,Skipper,28,0.92797406641666,0.281335132943847,-8.02324903441937,1.02984268186857e-15
571,Jancy Grayson,Skipper,28,0.9244748892568899,0.253917754190134,-8.90335935,5.418141461778542e-19
572,Reese Zebrowski,Skipper,26,0.9239562733842601,0.237915436162695,-9.50438384008866,2.0123578402579e-21
573,Dalton Lovett,Skipper,25,0.9228618390872803,0.216898287482182,-10.4303915320456,1.8014445509977e-25
574,Quinn Healey,Skipper,27,0.92177252690104,0.335587916031047,-6.74465099943045,1.53395287462694e-11
575,Marleigh Henehan,Skipper,25,0.9205942720725302,0.320570842103667,-7.06427825195578,1.61452939122285e-12
576,Seamus Hendrickson,Skipper,25,0.9196044206573402,0.232139706264055,-9.75960345586982,1.67810079674721e-22
577,Samuel Rooks,Skipper,27,0.9184930751411002,0.219059979165191,-10.3474072884222,4.299720648544041e-25
578,Sam Rifkind-Brown,Skipper,25,0.9108885318711302,0.31388126664883,-7.24575694678199,4.30030681831027e-13
579,Xander Dalke,Skipper,27,0.9082207863970102,0.427469307307777,-5.32664000627345,1.0004617033372e-07
580,Isabel Smith,Skipper,24,0.9036532476207899,0.810667408306816,-2.81440036833493,0.004886832323925
581,Ava Cornell,Skipper,28,0.8952316333947801,0.264815141983151,-8.64740682731633,5.26828850719991e-18
582,Yasar Akin,Skipper,27,0.894575800493,0.189144809087154,-12.1104042490965,9.30345117298658e-34
583,Nithya Balachander,Skipper,25,0.8926319312425299,0.185731086682447,-12.3434585446312,5.28365044692717e-35
584,Benjamin Reeser,Skipper,28,0.8893850579007703,0.20965320130264,-10.9505165100808,6.6069788320326785e-28
585,James Jagielski,Skipper,25,0.8857198085020102,0.1330270054562,-17.2857840689478,6.01972042007353e-67
586,James Owen,Skipper,25,0.8843076570808099,0.225767130441634,-10.1914226334672,2.16571452268067e-24
587,Ben Hosford,Skipper,25,0.8809878631863199,0.135618385628634,-16.9903809597022,9.6758697296183e-65
588,Brilan Christopher,Skipper,24,0.8790135986459799,0.369472464808292,-6.24182455032812,4.32495925217074e-10
589,Jack Cady,Skipper,25,0.87807635698011,0.306444719673188,-7.5286646989283,5.1261830098056205e-14
590,Sara Menesale,Skipper,28,0.8754285383773,0.309004869500173,-7.47485748530582,7.72875672137931e-14
591,Cole Amaral,Skipper,28,0.8744208006691103,0.293676230469997,-7.86844442871446,3.59077991552324e-15
592,Martha Schuessler,Skipper,27,0.8736045237589201,0.226974094045293,-10.1843841964468,2.32829305904857e-24
593,Ella Bilow,Skipper,26,0.8659352298700402,0.287381219770219,-8.07032788064922,7.01096345464586e-16
594,Annecy Kagan,Skipper,26,0.8636574045146101,0.210122180584917,-11.0485170541232,2.22865844861604e-28
595,Sadie Thomas,Skipper,25,0.8636160691480601,0.246647781268162,-9.41253077190458,4.8433218331175705e-21
596,Harry Kaya Prager,Skipper,25,0.85822625674987,0.251959939429379,-9.23547468965388,2.5714327608993e-20
597,Alexa Shea,Skipper,26,0.85620412407116,0.50241284637498,-4.63561350568492,3.55880374590266e-06
598,Odey Hariri,Skipper,24,0.8535261970743702,0.15330714205976,-15.2091394553122,3.07559436195483e-52
599,Kevin Martin,Skipper,24,0.8515677546623501,0.319892285361494,-7.29504352647065,2.98562541415388e-13
600,Charles Morris,Skipper,25,0.849438029281,0.188688239625921,-12.3789266119941,3.3985765911616604e-35
601,Ethan Homberger,Skipper,25,0.8475717710273001,1.26408866915491,-1.8492564534196,0.0644207905044167
602,Keller Morrison,Skipper,25,0.8472229791588703,0.141073883908291,-16.5726841583068,1.0981259242627701e-61
603,Mitchell Quinn,Skipper,24,0.8470726692269901,0.457436628165504,-5.11135988455145,3.1984800663544e-07
604,Jessica Baugh,Skipper,27,0.8432791777084501,0.841684569778291,-2.78241612896035,0.005395580913815
605,Charles Case,Skipper,26,0.8380007365859901,0.261253833816447,-8.98434725065022,2.60274633718168e-19
606,Mats Braaten,Skipper,27,0.8352475389732903,0.256100250017351,-9.17589249141348,4.47849030619656e-20
607,Sophie Brett,Skipper,25,0.8287137669370002,0.180557390301092,-13.0511530394299,6.259284391028381e-39
608,Michael Hanrahan,Skipper,24,0.8279101247482603,0.180213813765945,-13.0804943647101,4.25662756441318e-39
609,Katherine Olsen,Skipper,25,0.82532283706459,0.274145529869299,-8.60810338296275,7.42792549183577e-18
610,Jacqueline Ruggieri,Skipper,27,0.8191163578681899,0.198091298032176,-11.9443891064014,6.94588247637826e-33
611,Aragorn Crozier,Skipper,24,0.8190537179328703,0.193674371606748,-12.2171155770065,2.51863296052893e-34
612,Michael Hayes,Skipper,25,0.8169494822923302,0.367088207547178,-6.45143692762161,1.10794560448134e-10
613,Renato Korzinek,Skipper,25,0.8139481103883903,0.150541980693313,-15.7514055471276,6.71715836388345e-56
614,Juan Casal,Skipper,27,0.8122279452263901,0.230406254554164,-10.2990604986914,7.115279745224161e-25
615,Evelyn Hannah,Skipper,28,0.8117136871047901,0.422599681137373,-5.61638429698742,1.94994716943832e-08
616,Ian Kissel,Skipper,27,0.8100703515266003,0.5201431675494,-4.56629193039328,4.96427304753051e-06
617,Carter Morin,Skipper,25,0.8093187757908202,0.178520654196382,-13.3086960445048,2.0604640290631798e-40
618,Patricia Winssinger,Skipper,28,0.8079990150868501,0.30958042289746,-7.67877006827771,1.60623235712237e-14
619,Jaya Wirth,Skipper,27,0.8075358998551501,0.657133369791507,-3.61823049871268,0.000296624163799
620,Spencer Asofsky,Skipper,25,0.80522503288105,0.436451263253833,-5.45300487741152,4.95257102576913e-08
621,Morgan Essex,Skipper,24,0.8049456780294402,0.16868716755351,-14.1104403888466,3.2752622397499103e-45
622,Bryce Vitiello,Skipper,27,0.8028584130585701,0.219534179459421,-10.8517839589457,1.95570455411797e-27
623,Kalea Woodard,Skipper,24,0.7975989737978599,0.280965129069988,-8.49784076145624,1.93149825214179e-17
624,Grace Watlington,Skipper,26,0.7923939227882904,0.119042858781838,-20.1003403467776,7.32892809739248e-90
625,Jeremy Lunati,Skipper,27,0.7857158739092602,0.187848935934417,-12.7734555125991,2.30681381215072e-37
626,Anson Walker,Skipper,25,0.7854618591998301,0.46889357855198,-5.11786501399222,3.09013627594736e-07
627,Aidan Boni,Skipper,26,0.7833382307934,0.155016253859467,-15.4942311503712,3.79473093314824e-54
628,Jack Fisher,Skipper,25,0.7812088883278103,0.662867311348467,-3.62664890947539,0.0002871232680717
629,Emma Friedauer,Skipper,26,0.7790853649008502,0.237047202459534,-10.1503435193103,3.30199075725683e-24
630,Justin Skene,Skipper,24,0.778452977518,0.203073043381914,-11.8516120237206,2.11090549062504e-32
631,Beck Lorsch,Skipper,25,0.7773358509536501,0.16072331711674,-14.9813984205791,9.71511411082728e-51
632,Marley Barrett,Skipper,27,0.7758923054075502,0.722086046610745,-3.33658793997975,0.0008481359197578
633,Marissa Tegeder,Skipper,25,0.7748937501180602,0.124134883793094,-19.4167995038044,5.56519072361785e-84
634,Riley Donahue,Skipper,28,0.7681089745666001,0.292645572772463,-8.25943445066004,1.4636428303436002e-16
635,Lochlann Ludwig,Skipper,25,0.7660267083563701,0.213838338180211,-11.3130751594296,1.13056338983001e-29
636,Willem Weinberg,Skipper,24,0.7617197535095399,0.213874986647256,-11.3312743329079,9.18584501831028e-30
637,Theodore Knobel,Skipper,25,0.7592405251835199,0.397871119737907,-6.09733970279413,1.07848176156703e-09
638,Quinn Collins,Skipper,25,0.7581276290673999,0.228159545772514,-10.6375924920061,1.99210111213666e-26
639,Ella Beauregard,Skipper,25,0.7576652259101202,0.172427355740388,-14.0785704439002,5.14398463776864e-45
640,Andrew Montague,Skipper,25,0.7574729704271701,0.171549558673874,-14.1517293806899,1.82220333092605e-45
641,Allison Nystrom,Skipper,26,0.7553089882459703,0.242593967151993,-10.0162709750661,1.29289284397037e-23
642,Greg Bittle,Skipper,24,0.7476969006585099,0.336940578744482,-7.2342102829549,4.68245775411637e-13
643,James Bounds,Skipper,27,0.7386836239446,0.297109100053518,-8.23439024846876,1.80474479078005e-16
644,Owen Thomas,Skipper,27,0.7372585629628703,0.372248424825186,-6.57608514621208,4.8299603317616586e-11
645,Elizabeth Amelotte,Skipper,24,0.7358649796019603,0.116682106786325,-20.9914869384389,7.845280699554021e-98
646,Ryan Tatelbaum,Skipper,25,0.7321344271032499,0.372427400153289,-6.5866836651753,4.4975910543778686e-11
647,Ariana Schwartz,Skipper,27,0.7291284829783202,0.141819505927398,-17.3182624006294,3.42545792113695e-67
648,Parker Thran,Skipper,28,0.7204638488916002,0.316095134098651,-7.79743749707895,6.31769109860771e-15
649,Leah Cody,Skipper,25,0.71905634187023,0.693045901291879,-3.55840724790285,0.0003731105006199
650,Celia Byrne,Skipper,24,0.71797063209371,0.785270752319683,-3.14187846774472,0.0016786769873778
651,Hayden Clary,Skipper,28,0.71787553339886,0.257575537673262,-9.57901666068767,9.797325831528e-22
652,Laura Smith,Skipper,26,0.7170489968673501,0.118199594921376,-20.8811790339132,7.94080825835012e-97
653,William Wheary,Skipper,28,0.7145654563789003,0.307995077870936,-8.02165560844784,1.0432930640099e-15
654,John Cabell,Skipper,26,0.7064049062966502,0.221071858049592,-11.212603068202,3.53637575115541e-29
655,Kit Harned,Skipper,27,0.70607146966482,0.333845968799229,-7.4259528710461,1.11970864661885e-13
656,Sandra Yale,Skipper,25,0.7017300270768301,0.290141908528545,-8.55948692718912,1.13370921140021e-17
657,Nelson Fretenburg,Skipper,25,0.69659209794575,0.334097560994326,-7.44873382135566,9.424028906767141e-14
658,Elizabeth Frost,Skipper,27,0.69513278716745,0.250192354428598,-9.95259474925244,2.4569207218083402e-23
659,Daniel van Heeckeren,Skipper,26,0.6950670149841502,0.189085269684621,-13.1693435946956,1.31738027653467e-39
660,James Knowlton,Skipper,25,0.6940436405605199,0.425856562958769,-5.84974490539268,4.9232748582796614e-09
661,Maddison Carew,Skipper,27,0.6917093634834703,0.25571333947626,-9.75110075125606,1.82478783248268e-22
662,Joe Slipper,Skipper,28,0.6910870024050202,0.448248596806692,-5.56411981101457,2.63478882912804e-08
663,Sammy Farkas,Skipper,27,0.6741874628533702,0.226924094458583,-11.0654112922396,1.84613991963001e-28
664,John Mason,Skipper,28,0.6741686126867901,0.269401236133718,-9.32077121659336,1.15497692714174e-20
665,Lauren Krim,Skipper,24,0.6713520847121801,0.198979295221433,-12.6336954437743,1.3765827965248798e-36
666,Mary McLauchlin,Skipper,25,0.67021582067823,0.363578247325194,-6.9173007405719,4.60330186991092e-12
667,Carter Weatherilt,Skipper,28,0.67008959286993,0.211051245260705,-11.917040831386,9.647459687379259e-33
668,Ava Grace Sannino,Skipper,26,0.66785671408334,0.360551108968087,-6.98192051961236,2.91171853591847e-12
669,Adrian Salamon,Skipper,24,0.6677024493449601,0.548552829592778,-4.5893363683504,4.44657405830387e-06
670,William Denker,Skipper,27,0.66505211419907,0.233957700840627,-10.7717924090658,4.67804038262624e-27
671,Max Zhalilo,Skipper,26,0.65037153316967,0.208641026901565,-12.1492134343398,5.79201369165756e-34
672,Annika Milstien,Skipper,25,0.6486354527054101,0.227418359501288,-11.1537188686688,6.8674874233363e-29
673,Grace Jones,Skipper,28,0.64795608017126,0.250794067642131,-10.1168255048435,4.6526144453182204e-24
674,Dougie Cowan,Skipper,26,0.64299194146039,0.332717788293202,-7.64072150075715,2.16007840869666e-14
675,Gavin Valentine,Skipper,26,0.6424054267294101,0.786128220571094,-3.23457472571072,0.0012182403720693
676,Jane Marvin,Skipper,28,0.63990556882352,0.185620354537633,-13.7123449509254,8.56444798606211e-43
677,Caitlin Derby,Skipper,26,0.6323364221521399,0.123502048369451,-20.670584105356,6.37401988854665e-95
678,Richard Kalich,Skipper,26,0.6218227202404001,0.152002565731892,-16.8640125748772,8.27738227152618e-64
679,Kevin McNeill,Skipper,28,0.62132769800332,1.3131118914049,-1.95251312468902,0.0508773142622145
680,Adelia DeRose,Skipper,26,0.6176416204642803,0.341579617806604,-7.51670809921112,5.61726403535677e-14
681,Jasper Waldman,Skipper,25,0.6172734074126001,0.130959851835601,-19.6084712738346,1.30907775723698e-85
682,Martha Rand,Skipper,24,0.6116433762584603,0.31740258525086,-8.1081649724565,5.13899343141973e-16
683,Pierson Falk,Skipper,28,0.60155932297705,0.27880699147626,-9.26675677499846,1.91891969452984e-20
684,Brady Parks,Skipper,25,0.6010345877266201,0.199562740803339,-12.9491171649952,2.37671562189235e-38
685,Sterling Maggard,Skipper,27,0.6008958623857903,0.187962704541186,-13.7490043255074,5.163524787019e-43
686,Nicholas Chesemore,Skipper,27,0.5924430965566501,0.187013523339631,-13.8639856482001,1.04695657502378e-43
687,Izzy Wu-Karr,Skipper,26,0.59168497809158,0.128765316237935,-20.1413781120431,3.20298940156753e-90
688,Luke Justin,Skipper,25,0.5900998367018899,0.20123882497029,-12.89560334015,4.76519031721573e-38
689,George Lockwood,Skipper,25,0.5857013627534302,0.289998692870801,-8.96381466988645,3.1363591411991603e-19
690,Leif Hauge,Skipper,28,0.58534957789698,0.447729799726362,-5.8067305858323,6.37045186786366e-09
691,Mason Baird,Skipper,26,0.5818154724366402,0.542764273273569,-4.79652135542791,1.61444752749758e-06
692,Leo Marek,Skipper,26,0.57828296470921,0.540748555457461,-4.82093370224914,1.42887843085953e-06
693,Nate Ingebritson,Skipper,25,0.57733246907847,0.178861007335849,-14.5803910529327,3.74366123355206e-48
694,Allison Volk,Skipper,25,0.5748970128787603,0.316361646761778,-8.25099664891878,1.5707895658652599e-16
695,Alejandro Agustines,Skipper,25,0.5747456339741901,0.48179038530525,-5.41822822912605,6.01925482571004e-08
696,Anna Groszkowski,Skipper,26,0.5713562289810303,0.192816415727504,-13.5561054867318,7.2905428283806e-42
697,Michael McCulloch,Skipper,25,0.5697872842196801,0.238332954261914,-10.9737598983595,5.11022188624857e-28
698,Rob Mailley,Skipper,24,0.5693378914114899,0.20272799436795,-12.9032895377901,4.31285838674226e-38
699,Alexander Reynolds,Skipper,28,0.56902038602533,0.384216875320004,-6.80911142164785,9.820340144663947e-12
700,Helen O’Neill,Skipper,27,0.5686135447590202,0.573660192429174,-4.56120607622718,5.08606339278518e-06
701,Leah O'Sullivan Rickard,Skipper,25,0.5660589496825903,0.381401005403823,-6.86714747304066,6.54983518333506e-12
702,Camden Sullivan,Skipper,25,0.5648635865985203,0.370955470217566,-7.06373816787569,1.62082022686923e-12
703,Charlie Apolinsky,Skipper,26,0.5632190058973401,0.2588479770476,-10.1294084820185,4.09116805339424e-24
704,Payden Pittman,Skipper,28,0.56230855753891,0.307660357658225,-8.52526910708282,1.5245495955685902e-17
705,Gail Schneider,Skipper,25,0.5616358799568499,1.12127764516157,-2.33979517162472,0.0192943183599802
706,Ashley Hoguet,Skipper,26,0.5596966000393699,0.334251535055842,-7.85486086003649,4.00216190488856e-15
707,Abbie Chipps,Skipper,25,0.5593662325200803,0.431002220356705,-6.09238083614362,1.1124364819986402e-09
