Week 2,saisa-open,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/08/2014,Official,s14/
Week 2,bryson,Bryson,Stanford,NOT ALLOWED  In-Conference,2 Divisions,02/08/2014,Official,s14/
Week 2,north-1-2,North 1,Stanford,NOT ALLOWED  In-Conference,2 Divisions,02/08/2014,Official,s14/
Week 2,sea-to-sky,Sea to Sky Regatta,British Columbia,NOT ALLOWED  In-Conference,2 Divisions,02/08/2014,Official,s14/
Week 2,harris-kempner,Harris Kempner Memorial,Texas A&M Galveston,NOT ALLOWED  Promotional,2 Divisions,02/08/2020,Official,s20/
Week 2,old-florida,Old Florida Invitational,Rollins,NOT ALLOWED  Two-Conference,2 Divisions,02/08/2020,Official,s20/
Week 2,cal-team-race,Cal Team Race,Berkeley,NOT ALLOWED  In-Conference,Team,02/08/2020,Official,s20/
Week 2,nelson-rolsch,Nelson Rolsch Intersectional,Tulane,NOT ALLOWED  Interconference,2 Divisions,02/09/2013,Official,s13/
Week 2,bryson-women,Bryson Women's,Stanford,NOT ALLOWED  Two-Conference,Combined,02/09/2013,Official,s13/
Week 2,north-1-stanford,North #1 and # 2 @ Stanford,Stanford,NOT ALLOWED  Two-Conference,2 Divisions,02/09/2013,Official,s13/
Week 2,saisa-open,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/09/2013,Official,s13/
Week 2,sea-to-sky,Sea to Sky,British Columbia,NOT ALLOWED  In-Conference,2 Divisions,02/09/2013,Official,s13/
Week 2,north-2,North 2,Stanford,NOT ALLOWED  In-Conference,2 Divisions,02/09/2014,Official,s14/
Week 2,harris-kempner,Harris Kempner Memorial,Texas A&M Galveston,NOT ALLOWED  Promotional,2 Divisions,02/09/2019,Official,s19/
Week 2,old-south,Old South Invitational,Florida,NOT ALLOWED  In-Conference,2 Divisions,02/09/2019,Official,s19/
Week 2,jeff-simon,Jeff Simon Memorial Regatta,UC San Diego,NOT ALLOWED  In-Conference,2 Divisions,02/09/2019,Official,s19/
Week 2,cal-team-race,Cal Team Race,Berkeley,NOT ALLOWED  In-Conference,Team,02/09/2019,Official,s19/
Week 2,jeff-mixdorf,Jeff Mixdorf,Western Washington,NOT ALLOWED  In-Conference,Team,02/09/2020,Official,s20/
Week 2,2018-harris-kempner,2018 Harris Kempner,Texas A&M Galveston,NOT ALLOWED  Interconference,2 Divisions,02/10/2018,Official,s18/
Week 2,cal-team-race,Cal Team Race,Berkeley,NOT ALLOWED  In-Conference,Team,02/10/2018,Official,s18/
Week 2,2018-bryson-women,2018 Bryson Women's,Stanford,NOT ALLOWED  In-Conference,Combined,02/10/2018,Official,s18/
Week 2,harris-kempner,Harris Kempner Memorial Regatta,Texas A&M Galveston,Regional,2 Divisions,02/10/2024,Official,s24/
Week 2,halifax-river-invitational,Halifax River Invitational,Embry-Riddle,Fundamental,Combined,02/10/2024,Official,s24/
Week 2,husky-women-fleet-race,Husky Women's Fleet Race,Washington,Fundamental,Combined,02/10/2024,Official,s24/
Week 2,2012-hlk,2012 Harris Kempner Memorial Regatta,Texas A&M Galveston,NOT ALLOWED  Interconference,2 Divisions,02/11/2012,Official,s12/
Week 2,saisa-open,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/11/2012,Official,s12/
Week 2,north-1,North 1 ,Stanford,NOT ALLOWED  In-Conference,2 Divisions,02/11/2012,Official,s12/
Week 2,bryson-women,Bryson Women's,Stanford,NOT ALLOWED  In-Conference,Combined,02/11/2012,Official,s12/
Week 2,garner-tullis,Garner Tullis,Tulane,NOT ALLOWED  In-Conference,2 Divisions,02/11/2012,Official,s12/
Week 2,harris-kempner-memoria,Harris Kempner Memorial,Texas A&M Galveston,NOT ALLOWED  Interconference,2 Divisions,02/11/2017,Official,s17/
Week 2,old-south-uf,Old South Invitational,Florida,NOT ALLOWED  Interconference,2 Divisions,02/11/2017,Official,s17/
Week 2,scor,SCOR,Charleston,NOT ALLOWED  Promotional,1 Division,02/11/2017,Official,s17/
Week 2,alpha-worlds,Alpha Worlds,Western Washington,NOT ALLOWED  Promotional,1 Division,02/11/2017,Official,s17/
Week 2,cal-team-race,Cal Team Race,Berkeley,NOT ALLOWED  In-Conference,Team,02/11/2017,Official,s17/
Week 2,harris-kempner,Harris Kempner Memorial Regatta,Texas A&M Galveston,Regional,2 Divisions,02/11/2023,Official,s23/
Week 2,husky-women-fleet-race,Husky Women's Fleet Race 1,Washington,Fundamental,Combined,02/11/2023,Official,s23/
Week 2,scor-phrf,Southern Collegiate Offshore Regatta - PHRF B,Charleston,NOT ALLOWED  Interconference,1 Division,02/11/2023,Official,s23/
Week 2,south-collegiate-offshore-phrf,Southern Collegiate Offshore Regatta - PHRF A,Charleston,NOT ALLOWED  Interconference,1 Division,02/11/2023,Official,s23/
Week 2,halifax-river-invitational,Halifax River Invitational,Embry-Riddle,NOT ALLOWED  In-Conference,2 Divisions,02/11/2023,Official,s23/
Week 2,mustang-team-race,Mustang Team Race,Cal Poly,NOT ALLOWED  In-Conference,Team,02/11/2023,Official,s23/
Week 2,harris-kempner-memorial-2011,Harris Kempner Memorial 2011,Texas A&M Galveston,NOT ALLOWED  Interconference,2 Divisions,02/12/2011,Official,s11/
Week 2,saisa-open,SAISA Open,Charleston,NOT ALLOWED  In-Conference,2 Divisions,02/12/2011,Official,s11/
Week 2,north-2,North #2,Stanford,NOT ALLOWED  In-Conference,2 Divisions,02/12/2012,Official,s12/
Week 2,south-colegiate-offshore-regatte-phrf,Southern Colegiate Offshore Regatta - PHRF B,Charleston,Cross Regional,1 Division,02/12/2022,In progress: 4,s22/
Week 2,south-collegiate-offshore,Southern Collegiate Offshore Regatta -  PHRF A,Charleston,Cross Regional,1 Division,02/12/2022,Official,s22/
Week 2,harris-kempner,Harris Kempner Memorial Regatta,Texas A&M Galveston,Regional,2 Divisions,02/12/2022,Official,s22/
Week 2,cal-team-race,Cal Team Race,Berkeley,NOT ALLOWED  Interconference,Team,02/12/2022,Official,s22/
Week 2,ashley-river,The Ashley River Trophy,Citadel,NOT ALLOWED  In-Conference,1 Division,02/12/2022,Official,s22/
Week 2,husky-women-fr,Husky Women's Fleet Race 2,Washington,Fundamental,Combined,02/12/2023,Official,s23/
Week 2,old-south,Old South Invitational,Florida,NOT ALLOWED  In-Conference,2 Divisions,02/13/2016,Official,s16/
Week 2,saisa-open,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/14/2015,Official,s15/
Week 2,anteater-open,Anteater Open,UC Irvine,NOT ALLOWED  In-Conference,2 Divisions,02/14/2015,Official,s15/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,Combined,02/15/2014,Official,s14/
Week 3,charleston-spring-co-ed,Charleston Spring Co-Ed,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/15/2014,Official,s14/
Week 3,usf-women,USF Women's Intersectional,South Florida,NOT ALLOWED  Interconference,Combined,02/15/2020,Official,s20/
Week 3,nelson-roltsch-team-race,Nelson Roltsch Team Race,Tulane,NOT ALLOWED  Interconference,Team,02/15/2020,Official,s20/
Week 3,scor,Southern Collegiate Offshore - A,Charleston,NOT ALLOWED  Promotional,1 Division,02/15/2020,Official,s20/
Week 3,south-collegiate-offshore,Southern Collegiate Offshore - B,Charleston,NOT ALLOWED  Promotional,1 Division,02/15/2020,Official,s20/
Week 3,2020-spring-saisa-open-v1,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/15/2020,Official,s20/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,Combined,02/16/2013,Official,s13/
Week 3,charleston-spring-coed,Charleston Spring Coed,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/16/2013,Official,s13/
Week 3,nelson-roltsch-team-race,Nelson Roltsch Team Race,Tulane,NOT ALLOWED  Interconference,Team,02/16/2019,Official,s19/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,Combined,02/16/2019,Official,s19/
Week 3,south-colligate-offshore-scor-divis,Southern Collegiate Offshore Regatta (SCOR) A Div,Charleston,NOT ALLOWED  Interconference,1 Division,02/16/2019,Official,s19/
Week 3,south-collegiate-offshore-scor-div,Southern Collegiate Offshore Regatta (SCOR) B Div,Charleston,NOT ALLOWED  Interconference,1 Division,02/16/2019,Official,s19/
Week 3,saisa-open-eckerd,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/16/2019,Official,s19/
Week 3,2019-bryson-women,2019 Bryson Women's Regatta,Stanford,NOT ALLOWED  In-Conference,Combined,02/16/2019,Official,s19/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,Combined,02/17/2018,Official,s18/
Week 3,nelson-roltsch,Nelson Roltsch,Tulane,NOT ALLOWED  Interconference,2 Divisions,02/17/2018,Official,s18/
Week 3,saisa-open-spring-18,SAISA Spring Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/17/2018,Official,s18/
Week 3,scor,Southern Collegiate Offshore Regatta (SCOR),Charleston,NOT ALLOWED  In-Conference,1 Division,02/17/2018,Official,s18/
Week 3,odu-quad,ODU Quad,Old Dominion,NOT ALLOWED  In-Conference,Team,02/17/2018,Official,s18/
Week 3,mendelblatt-team-race,Mendelblatt Team Race,Eckerd,Regional,Team,02/17/2024,Official,s24/
Week 3,top-invite,Top-9 Invite,Stanford,Fundamental,Combined,02/17/2024,Official,s24/
Week 3,saisa-north-spring-tournament,SAISA North Spring Tournament,U South Carolina,Fundamental,2 Divisions,02/17/2024,Official,s24/
Week 3,saisa-south-spring-tournament,SAISA South Spring Tournament,Embry-Riddle,Fundamental,2 Divisions,02/17/2024,Official,s24/
Week 3,bryson-women-day,Bryson Women's (day 1),Stanford,Fundamental,Combined,02/17/2024,Official,s24/
Week 3,usf-women,USF Women's Intersectional,South Florida,NOT ALLOWED  Interconference,Combined,02/18/2012,Official,s12/
Week 3,nelson-rolsch,Nelson Rolsch,Tulane,NOT ALLOWED  Interconference,2 Divisions,02/18/2012,Official,s12/
Week 3,charleston-coed,Charleston Coed,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/18/2012,Official,s12/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,Combined,02/18/2017,Official,s17/
Week 3,nelson-roltsch,Nelson Roltsch,Tulane,NOT ALLOWED  Interconference,2 Divisions,02/18/2017,Official,s17/
Week 3,anteater-open,Anteater Open,UC Irvine,NOT ALLOWED  In-Conference,2 Divisions,02/18/2017,Official,s17/
Week 3,saisa-open,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/18/2017,Official,s17/
Week 3,sea-to-sky,Sea to Sky,British Columbia,NOT ALLOWED  In-Conference,2 Divisions,02/18/2017,Official,s17/
Week 3,saisa-spring-open-invitational,SAISA Spring Open (Top 18) Invitational,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/18/2023,Official,s23/
Week 3,top-open,Top-9 Open,Stanford,NOT ALLOWED  In-Conference,Combined,02/18/2023,Official,s23/
Week 3,bryson-women-fleet-race-day,Bryson Women's Fleet Race (Day 1),Stanford,NOT ALLOWED  In-Conference,Combined,02/18/2023,Official,s23/
Week 3,day-bryson-women,(day 2) Bryson Women's,Stanford,Fundamental,Combined,02/18/2024,Official,s24/
Week 3,usf-women,USF Women's Intersectional,South Florida,NOT ALLOWED  Interconference,2 Divisions,02/19/2011,Official,s11/
Week 3,charleston-spring,Charleston Spring Intersectional,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/19/2011,Official,s11/
Week 3,pccsc-women-team-race,PCCSC Women's Team Race Championship,Stanford,Conference Championship,Team,02/19/2022,Official,s22/
Week 3,usf-women-team-race,USF Women's Team Race,South Florida,Cross Regional,Team,02/19/2022,Official,s22/
Week 3,nelson-roltsch,Nelson Roltsch,Tulane,Cross Regional,Team,02/19/2022,Official,s22/
Week 3,saisa-open,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/19/2022,Official,s22/
Week 3,day-bryson-women-fleet-race,(Day 2) Bryson Women's Fleet Race,Stanford,NOT ALLOWED  In-Conference,Combined,02/19/2023,Official,s23/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,1 Division,02/20/2010,Official,s10/
Week 3,charleston-spring,Charleston Spring,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/20/2010,Official,s10/
Week 3,north-points-3,North Points 3,Monterey Bay,NOT ALLOWED  In-Conference,2 Divisions,02/20/2010,Official,s10/
Week 3,saisa-n-s,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/20/2010,Official,s10/
Week 3,csumb-internal,Csumb Internal,Monterey Bay,NOT ALLOWED  In-Conference,2 Divisions,02/20/2010,Official,s10/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,Combined,02/20/2016,Official,s16/
Week 3,nelson-roltsch,Nelson Roltsch,Tulane,NOT ALLOWED  Interconference,2 Divisions,02/20/2016,Official,s16/
Week 3,saisa-open,SAISA Open,Eckerd,NOT ALLOWED  In-Conference,2 Divisions,02/20/2016,Official,s16/
Week 3,anteater-open,Anteater Open,UC Irvine,NOT ALLOWED  In-Conference,2 Divisions,02/20/2016,Official,s16/
Week 3,bryson-women-fleet-race,Bryson Women's Fleet Race,Stanford,NOT ALLOWED  In-Conference,2 Divisions,02/20/2022,Official,s22/
Week 3,north-points-4,North Points 4,Monterey Bay,NOT ALLOWED  In-Conference,2 Divisions,02/21/2010,Official,s10/
Week 3,nelson-roltsch,Nelson Roltsch,Tulane,NOT ALLOWED  Interconference,2 Divisions,02/21/2015,Official,s15/
Week 3,usf-women,USF Women's,South Florida,NOT ALLOWED  Interconference,Combined,02/21/2015,Official,s15/
Week 3,charleston-coed,Charleston Coed,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/21/2015,Official,s15/
Week 3,old-south,Old South Invitational,Florida,NOT ALLOWED  Interconference,2 Divisions,02/21/2015,Official,s15/
Week 4,old-south,Old South Invitational,Florida,NOT ALLOWED  Interconference,2 Divisions,02/22/2014,Official,s14/
Week 4,frank-mendelblatt-team-race,Frank Mendelblatt Team Race,South Florida,NOT ALLOWED  Interconference,Team,02/22/2014,Official,s14/
Week 4,nelson-roltsch,Nelson Roltsch,Tulane,NOT ALLOWED  Interconference,2 Divisions,02/22/2014,Official,s14/
Week 4,west-canada-cup,Western Canada Cup,Victoria,NOT ALLOWED  In-Conference,2 Divisions,02/22/2014,Official,s14/
Week 4,pirates-3-on-3,Pirates 3 on 3,Hampton,NOT ALLOWED  In-Conference,Team,02/22/2014,Official,s14/
Week 4,south-3,South 3,UC Irvine,NOT ALLOWED  In-Conference,2 Divisions,02/22/2014,Official,s14/
Week 4,north-3,North 3,Monterey Bay,NOT ALLOWED  In-Conference,2 Divisions,02/22/2014,Official,s14/
Week 4,frank-mendleblatt-team-race,Frank L. Mendleblatt Team Race,South Florida,NOT ALLOWED  Interconference,Team,02/22/2020,Official,s20/
Week 4,phebe-corkran-king,Phebe Corkran King Memorial Regatta,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/22/2020,Official,s20/
Week 4,jeremy-mcintyre-team-race,Jeremy McIntyre Team Race,Stanford,NOT ALLOWED  Interconference,Team,02/22/2020,Official,s20/
Week 4,saisa-spring-mixer,SAISA Spring Mixer,Duke/North Carolina State,NOT ALLOWED  In-Conference,2 Divisions,02/22/2020,Official,s20/
Week 4,old-south,Old South Invitational,Florida,NOT ALLOWED  Interconference,2 Divisions,02/23/2013,Official,s13/
Week 4,bob-bavier-team-race,Bob Bavier Team Race,Charleston,NOT ALLOWED  Interconference,Team,02/23/2013,Official,s13/
Week 4,south-3,South 3,UC Irvine,NOT ALLOWED  In-Conference,2 Divisions,02/23/2013,Official,s13/
Week 4,south-4,South 4,UC Irvine,NOT ALLOWED  In-Conference,2 Divisions,02/23/2014,Official,s14/
Week 4,mark-hurdle,North 4,Monterey Bay,NOT ALLOWED  In-Conference,2 Divisions,02/23/2014,Official,s14/
Week 4,frank-mendelblatt,Frank I Mendelblatt,South Florida,NOT ALLOWED  Interconference,Team,02/23/2019,Official,s19/
Week 4,mcintyre-team-race,McIntyre Team Race,Stanford,NOT ALLOWED  Interconference,Team,02/23/2019,Official,s19/
Week 4,phebe-corkran-king-women,Phebe Corkran King Women's Regatta,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/23/2019,Official,s19/
Week 4,south-4,South 4,UC Irvine,NOT ALLOWED  In-Conference,2 Divisions,02/24/2013,Official,s13/
Week 4,st-mary-quad-team-race,St. Mary's Quad Team Race,St. Mary's,Scrimmage,Team,02/24/2018,In progress: 40,s18/
Week 4,mendelblatt-team-race,Mendelblatt Team Race,South Florida,NOT ALLOWED  Interconference,Team,02/24/2018,Official,s18/
Week 4,phoebe-corckran-king-women,Phebe Corckran King Women's,Charleston,NOT ALLOWED  Interconference,2 Divisions,02/24/2018,Official,s18/
Week 4,2018-jeremy-mcintyre-team-race,2018 Jeremy McIntyre Team Race,Stanford,NOT ALLOWED  Interconference,Team,02/24/2018,Official,s18/
Week 4,usf-women-team-race,USF Women's Team Race,South Florida,Cross Regional,Team,02/24/2024,Official,s24/
